prop_name,borough,longitude,latitude,fountain_type,feature_status,boro
Tony Dapolito Recreation Center,M,-74.005434,40.729629,Indoor Drinking Fountain,Active,M
Electric Playground,Q,-73.804995,40.736164,A,Active,Q
Coney Island Beach & Boardwalk,B,-73.962154,40.57493,E,Active,B
Central Park,M,-73.972167,40.778734,E and Dog,Active,M
Alice Austen Park,R,-74.063025,40.615119,Food Prep Sink,Active,R
Jackie Robinson Park,M,-73.942448,40.824269,Slop Sink,Active,M
"Martin Luther King, Jr. Playground",M,-73.950718,40.799897,Bottle Filler High Low,Active,M
Cunningham Park,Q,-73.771796,40.73524,A,Active,Q
Yolanda García Park,X,-73.913884,40.8229,CS Metal High Low,Active,Bronx
Central Park,M,-73.970582,40.769456,Monument,Active,M
Henry M. Jackson Playground,M,-73.981703,40.714035,Bottle Filler High Low,Active,M
Bronx Park,X,-73.870393000000007,40.847141,Food Prep Sink,Active,Bronx
Macombs Dam Park,X,-73.928259,40.826428,Trough,Active,Bronx
Bushwick Inlet Park,B,-73.961499,40.722063,Trough,Active,B
Henry Hudson Park,X,-73.921259,40.881079,A,Active,Bronx
Rev. T. Wendell Foster Park and Recreation Center,X,-73.9235,40.833089,C,Active,Bronx
General Hart Playground,Q,-73.89751,40.74867,D,Active,Q
Stockton Playground,B,-73.948646,40.697124,CS Metal,Active,B
Red Hook Recreation Area,B,-74.00335,40.673138,D,Active,B
Marine Park,B,-73.936513,40.605025,A,Active,B
Gonzalo Plasencia Playground,B,-74.008363,40.652927,C,Active,B
Battery Park City,M,-74.01433,40.716241,Other,Active,M
Riverside Park South,M,-73.989031,40.777699,D,Active,M
North Rochdale Playground,Q,-73.775153,40.680094,A,Active,Q
Chelsea Park,M,-74.000839,40.749852,Bathroom Sink,Active,M
Sol Bloom Playground,M,-73.968719,40.789702,D,Active,M
Police Officer Nicholas Demutiis Park,Q,-73.839505,40.681815,F High Low,Active,Q
The Battery,M,-74.014693,40.701747,Indoor Drinking Fountain,Active,M
Coney Island Beach & Boardwalk,B,-73.969203,40.574617,E,Active,B
Kwame Ture Recreation Center,X,-73.918944,40.844062,Indoor Drinking Fountain,Active,Bronx
Pelham Bay Park,X,-73.791467,40.869074,A,Active,Bronx
Franklin D. Roosevelt Boardwalk and Beach,R,-74.066789,40.588637,E,Active,R
Franklin D. Roosevelt Boardwalk and Beach,R,-74.090762,40.569385,A,Active,R
Spuyten Duyvil Playground,X,-73.916234,40.887144,Indoor Drinking Fountain,Active,Bronx
Wards Island Park,M,-73.931561,40.786265,Pedestal,Active,M
Conference House Park,R,-74.252802,40.502707,E,Active,R
Coney Island Beach & Boardwalk,B,-73.982916,40.572704,E,Active,B
Crotona Park,X,-73.900123,40.835816,E,Active,Bronx
Brevoort Playground,B,-73.922931,40.68058,E,Active,B
John V. Lindsay East River Park,M,-73.974742,40.715736,E,Active,M
CPL. Thompson Park,R,-74.119289,40.637636,D,Active,R
Marine Park,B,-73.928239,40.596756,F High Low,Active,B
Riverdale Playground,X,-73.914806,40.887708,A,Active,Bronx
Corporal John A. Seravalli Playground,M,-74.004564,40.738906,E High Low,Active,M
Ericsson Playground,B,-73.948056,40.719913,A,Active,B
Grand Canal Court,M,-74.005022,40.722187,A,Active,M
Grassmere Playground,Q,-73.758508,40.599169,Bottle Filler High Low,Active,Q
Alley Pond Park,Q,-73.739955,40.741939,Water Cooler,Active,Q
Farm Playground,Q,-73.77722,40.735973,D,Active,Q
Bella Abzug Park,M,-74.001232,40.754967,F,Active,M
John Paul Jones Park,B,-74.034234,40.611693,A,Active,B
Prospect Park,B,-73.975773,40.660165,Bottle Filler High Low,Active,B
FDNY-EMT Yadira Arroyo Playground,X,-73.857942,40.828427,Bottle Filler High Low,Active,Bronx
Owl's Head Park,B,-74.034965,40.6402,E and Dog,Active,B
Forest Park,Q,-73.866434,40.696026,Indoor Drinking Fountain,Active,Q
William F. Passannante Ballfield,M,-74.002423,40.72872,A,Active,M
Bill Rainey Park,X,-73.898405,40.81867,CS Metal,Active,Bronx
Springfield Park,Q,-73.762713,40.660911,A,Active,Q
Blake Hobbs Playground,M,-73.943941,40.789336,Pedestal,Active,M
Marine Park,B,-73.937449,40.607861,Food Prep Sink,Active,B
Doughboy Park,Q,-73.908635,40.746253,C,Active,Q
Van Voorhees Playground,B,-73.999592,40.690502,C,Active,B
Rockaway Beach,Q,-73.836105,40.577756,Trough,Active,Q
Flushing Meadows Corona Park,Q,-73.848553,40.751272,Food Prep Sink,Active,Q
John J Carty Park,B,-74.02944,40.614031,A,Active,B
Gertrude Ederle Recreation Center,M,-73.98874,40.771458,Indoor Drinking Fountain,Active,M
Cooper Park,B,-73.937483,40.716162,C,Active,B
St. Nicholas Park,M,-73.950397,40.814008,C,Active,M
Central Park,M,-73.967676,40.778391,Water Cooler,Active,M
Park Of The Americas,Q,-73.861432,40.748372,A,Active,Q
Elizabeth Stroud Playground,B,-73.931027,40.679652,E,Active,B
Breukelen Ballfields,B,-73.893905,40.654274,A,Active,B
Forest Park,Q,-73.858391,40.698396,Indoor Drinking Fountain,Active,Q
Prospect Park,B,-73.973706,40.666899,Food Prep Sink,Active,B
Fred Samuel Playground,M,-73.939139,40.817275,C,Active,M
Washington Square Park,M,-73.99681,40.730387,E,Active,M
Sheltering Arms Playground,M,-73.955787,40.815197,CS Metal,Active,M
Carver Playground,B,-73.920378,40.680053,C,Active,B
Bruckner Playground,X,-73.828786,40.826879,C,Active,Bronx
John V. Lindsay East River Park,M,-73.972736,40.722371,E,Active,M
Rochdale Park,Q,-73.774899,40.674211,E High Low,Active,Q
Greene Playground,B,-73.965756,40.686319,H,Active,B
Alley Athletic Playground,Q,-73.737855,40.739139,A,Active,Q
Tottenville Pool,R,-74.235291,40.505848,Water Cooler,Active,R
CPL. Thompson Park,R,-74.119112,40.636927,Indoor Drinking Fountain,Active,R
Horace Harding Playground,Q,-73.860715,40.733755,A,Active,Q
Ocean Breeze Park,R,-74.075188,40.583077,Indoor Drinking Fountain,Active,R
Watson Gleason Playground,X,-73.868995,40.828195,C,Active,Bronx
Riverside Park,M,-73.962212,40.815409,A,Active,M
Rochdale Park,Q,-73.773403,40.674941,A,Active,Q
Lyons Square Playground,X,-73.888089,40.822963,F High Low and Dog,Active,Bronx
St. John's Park,B,-73.934381,40.673711,C,Active,B
Sara D. Roosevelt Park,M,-73.991287,40.722622,D,Active,M
Nicholas Naquan Heyward Jr. Park,B,-73.987811,40.684649,CS Metal,Active,B
Maria Hernandez Park,B,-73.924241,40.703016,C,Active,B
Floyd Patterson Ballfields,B,-73.90386,40.661393,C,Active,B
Stanley Isaacs Playground,M,-73.944394,40.783264,CS Concrete,Active,M
Fermi Playground,B,-73.928246,40.700198,C,Active,B
Socrates Sculpture Park,Q,-73.936218,40.76787,D,Active,Q
Andrews Grove,Q,-73.954867,40.743378,E,Active,Q
Marcus Garvey Park,M,-73.94486,40.804984,Food Prep Sink,Active,M
Coffey Park,B,-74.008621,40.677505,E,Active,B
Triborough Bridge Playground B,Q,-73.923224,40.774695,C,Active,Q
McGuire Fields,B,-73.898703,40.618411,A,Active,B
Battery Park City,M,-74.016713,40.715963,Other,Active,M
Riverside Park,M,-73.973641,40.800569,C,Active,M
Carl Schurz Park,M,-73.944488,40.774097,C,Active,M
Rockaway Beach Boardwalk,Q,-73.810846,40.584641,Food Prep Sink,Active,Q
Barretto Point Park,X,-73.888072,40.805997,Bottle Filler High Low,Active,Bronx
Willowbrook Park,R,-74.158791,40.604296,A,Active,R
Highbridge Park,M,-73.934216,40.842788,Indoor Drinking Fountain,Active,M
Forest Park,Q,-73.858008,40.69821,E High Low,Active,Q
Central Park,M,-73.965843,40.783793,Food Prep Sink,Active,M
St. Andrew's Playground,B,-73.942827,40.67826,A,Active,B
Central Park,M,-73.957869,40.790269,E,Active,M
Highland Park,Q,-73.884601,40.69062,E,Active,Q
Dyker Beach Park,B,-74.015939,40.611412,Bottle Filler High Low,Active,B
Flushing Meadows Corona Park,Q,-73.833778,40.751408,Indoor Drinking Fountain,Active,Q
Roebling Playground,B,-73.962386,40.706081,CS Concrete,Active,B
Washington Square Park,M,-73.996689,40.730885,E High Low,Active,M
Parade Ground,B,-73.966475,40.652903,A,Active,B
Highbridge Park,M,-73.924071,40.857532,D,Active,M
The Battery,M,-74.015144,40.702042,E,Active,M
Highland Park,Q,-73.886723,40.684357,A,Active,Q
Gertrude Ederle Recreation Center,M,-73.98874,40.771458,Indoor Drinking Fountain,Active,M
The Pearly Gates,X,-73.845772,40.838835,D,Active,Bronx
Sara D. Roosevelt Park,M,-73.994433,40.71651,E,Active,M
Cunningham Park,Q,-73.773631,40.729044,C,Active,Q
Rockaway Beach and Boardwalk,Q,-73.799727,40.586536,Trough,Active,Q
Bensonhurst Park,B,-74.001467,40.597047,A,Active,B
Lincoln Terrace / Arthur S. Somers Park,B,-73.928412,40.665642,A,Active,B
Bronx Park,X,-73.868681,40.851456,CS Metal,Active,Bronx
Castlewood Playground,Q,-73.72083,40.7499,A,Active,Q
Paerdegat Park,B,-73.937914,40.63855,C,Active,B
Wagner Houses Pool,M,-73.932762,40.801736,Food Prep Sink,Active,M
Central Park,M,-73.965679,40.78967,E High Low,Active,M
Central Park,M,-73.969698,40.771795,E,Active,M
Andrew Haswell Green Park,M,-73.957126,40.760069,F and Dog,Active,M
Co-op City Field,X,-73.823914,40.876008,A,Active,Bronx
Detective Keith L Williams Park,Q,-73.784135,40.701595,CS Metal,Active,Q
Stuyvesant Square,M,-73.984548,40.733214,Indoor Drinking Fountain,Active,M
Flushing Meadows Corona Park,Q,-73.842,40.740373,A,Active,Q
Central Park,M,-73.965843,40.783793,Slop Sink,Active,M
Kissena Corridor Park,Q,-73.791072,40.746192,A,Active,Q
Arrochar Playground,R,-74.071224,40.597788,CS Metal,Active,R
The Battery,M,-74.014693,40.701747,Indoor Drinking Fountain,Active,M
Sunners Playground,B,-73.929565,40.632596,B,Active,B
Pulaski Playground,B,-73.941338,40.693394,F High Low,Active,B
Prospect Park,B,-73.963145,40.658489,E,Active,B
McGuire Fields,B,-73.901355,40.620416,D,Active,B
Poe Park,X,-73.894759,40.864558,C,Active,Bronx
Mafera Park,Q,-73.891422,40.706601,A,Active,Q
Dome Playground,B,-73.980072,40.638038,Bottle Filler High Low,Active,B
Greenwood Playground,B,-73.976646,40.650239,A,Active,B
Sedgwick Playground,X,-73.923364,40.845527,C,Active,Bronx
Hamilton Fish Park,M,-73.981388,40.719588,B,Active,M
Sarsfield Playground,B,-73.937615,40.620243,D,Active,B
Forest Park,Q,-73.854408,40.7012,A,Active,Q
Roy Wilkins Recreation Center,Q,-73.770875,40.685389,A,Active,Q
Central Park,M,-73.961364,40.792127,E,Active,M
Shore Park and Parkway,B,-74.03978,40.631429,E,Active,B
Crotona Park,X,-73.895003,40.836598,E,Active,Bronx
Forest Park,Q,-73.866434,40.696026,Slop Sink,Active,Q
Prospect Park,B,-73.974598,40.662215,B,Active,B
McCaffrey Playground,M,-73.991429,40.759166,CS Concrete,Active,M
Rochdale Park,Q,-73.77401,40.674442,A,Active,Q
Msgr. McGolrick Park,B,-73.943628,40.724473,E,Active,B
Central Park,M,-73.958937,40.797281,E and Dog,Active,M
Kaiser Park,B,-73.996178,40.578453,C,Active,B
Clove Lakes Park,R,-74.118474,40.620381,Water Cooler,Active,R
Cunningham Park,Q,-73.770232,40.735656,Bottle Filler,Active,Q
Great Kills Veterans Playground,R,-74.15179,40.547237,A,Active,R
Rockaway Beach Boardwalk,Q,-73.822559,40.581325,Trough,Active,Q
John Golden Park,Q,-73.76972,40.774257,A,Active,Q
Cleopatra Playground,X,-73.904051,40.84532,A,Active,Bronx
Pelham Bay Park,X,-73.795134,40.865852,Water Cooler,Active,Bronx
Ravenswood Playground,Q,-73.935043,40.762651,A,Active,Q
Lyons Pool,R,-74.074754,40.637536,Water Cooler,Active,R
Tottenville Pool,R,-74.235292,40.505848,Indoor Drinking Fountain,Active,R
Wingate Park,B,-73.94465,40.658953,D,Active,B
Dr. Charles R. Drew Park,Q,-73.803231,40.680177,A,Active,Q
Sara D. Roosevelt Park,M,-73.99335,40.718638,C,Active,M
Noble Playground,X,-73.871754,40.837646,C,Active,Bronx
Oakland Gardens,Q,-73.759564,40.753145,E,Active,Q
Manhattan Beach Park,B,-73.945803,40.577042,A,Active,B
Riverside Park,M,-73.970509,40.803151,Food Prep Sink,Active,M
Randall's Island Park,M,-73.922755,40.79903,Water Cooler,Active,M
Howard Pool,B,-73.909124,40.67279,Drinking Fountain Sink Combination,Active,B
Fort Tryon Park,M,-73.931652,40.859683,Stone,Active,M
Ambrosini Field,X,-73.785104,40.844188,C,Active,Bronx
Twenty-Four Sycamores Park,M,-73.958641,40.75949,D,Active,M
Riverside Park,M,-73.970259,40.804563,B,Active,M
Flushing Fields,Q,-73.81699,40.775223,A,Active,Q
Cooper Park,B,-73.936303,40.715499,E,Active,B
Brownsville Playground,B,-73.902784,40.656223,Indoor Drinking Fountain,Active,B
Wards Island Park,M,-73.934907,40.785298,Pedestal,Active,M
Lindower Park,B,-73.912367,40.611619,A,Active,B
Van Cortlandt Park,X,-73.898301,40.886777,G,Active,Bronx
Thomas Greene Playground,B,-73.985783,40.68065,Indoor Drinking Fountain,Active,B
Prospect Park,B,-73.965469,40.665364,Indoor Drinking Fountain,Active,B
Chelsea Recreation Center,M,-74.002219,40.748296,Indoor Drinking Fountain,Active,M
El Shabazz Playground,B,-73.930759,40.682694,A,Active,B
Flushing Meadows Corona Park,Q,-73.858362,40.761602,C,Active,Q
Rockaway Beach,Q,-73.836893,40.577471,Trough,Active,Q
Laurelton Playground,Q,-73.73653,40.669996,Bottle Filler High Low,Active,Q
High Rock Park,R,-74.121091,40.581058,Food Prep Sink,Active,R
Ten Eyck Playground,B,-73.939171,40.708888,Other,Active,B
MacLaughlin Playground,X,-73.9054,40.887885,D,Active,Bronx
Van Cortlandt Park,X,-73.896251,40.890374,CS Metal,Active,Bronx
Juniper Valley Park,Q,-73.877435,40.720716,A,Active,Q
John Allen Payne Playground,B,-74.0237,40.63977,F High Low,Active,B
Leif Ericson Park,B,-74.019381,40.635575,D,Active,B
Beach Channel Playground,Q,-73.805375,40.588766,C,Active,Q
Central Park,M,-73.969829,40.783354,E,Active,M
St. James Park,X,-73.898166,40.866092,E High Low,Active,Bronx
Colgate Close,X,-73.881382,40.823586,C,Active,Bronx
Pulaski Playground,B,-73.941914,40.693429,C,Active,B
Crotona Park,X,-73.897616,40.840211,J,Active,Bronx
Starlight Park,X,-73.882647,40.833953,D,Active,Bronx
Williamsbridge Oval,X,-73.876151,40.878733,C,Active,Bronx
Pelham Bay Park,X,-73.794191,40.862476,Double A,Active,Bronx
Detective Keith L Williams Park,Q,-73.783512,40.70185,Indoor Drinking Fountain,Active,Q
Dyker Beach Park,B,-74.020871,40.617813,Other,Active,B
Bloomingdale Park,R,-74.210016,40.53397,D,Active,R
Tony Dapolito Recreation Center,M,-74.005434,40.729629,Indoor Drinking Fountain,Active,M
Wards Island Park,M,-73.933412,40.788065,E,Active,M
Veterans Park,R,-74.13159,40.636807,Monument,Active,R
Van Cortlandt Park,X,-73.893934,40.8911,Water Cooler,Active,Bronx
Marine Park,B,-73.938179,40.607507,C,Active,B
Jackie Robinson Park Playground,B,-73.927307,40.680183,A,Active,B
Charlton Garden,X,-73.907163,40.824753,D,Active,Bronx
Dr. Ronald E. McNair Playground,M,-73.937991,40.802523,E High Low,Active,M
Washington Market Park,M,-74.011153,40.716948,Pedestal,Active,M
Canarsie Park,B,-73.89337,40.63074,A,Active,B
Dyker Beach Park,B,-74.014577,40.613036,C,Active,B
Arsenal North,M,-73.951366,40.793093,Indoor Drinking Fountain,Active,M
South Oxford Park,B,-73.972744,40.683633,E,Active,B
Marine Park,B,-73.933925,40.606698,A,Active,B
Red Hook Recreation Area,B,-74.007886,40.672751,CS Metal,Active,B
Riverside Park,M,-73.983184,40.788413,B,Active,M
Brooklyn Bridge Park,B,-74.001686,40.692318,Bottle Filler Fountain,Active,B
Murray Playground,Q,-73.949217,40.747564,C,Active,Q
Bath Playground,B,-73.992667,40.595205,C,Active,B
Prospect Park,B,-73.975115,40.665219,Indoor Drinking Fountain,Active,B
Central Park,M,-73.97749,40.773337,E High Low,Active,M
Columbus Park,M,-74.000032,40.714812,C,Active,M
St. Nicholas Park,M,-73.946622,40.820741,A,Active,M
Audubon Playground,M,-73.937897,40.841626,D,Active,M
Hunter's Point South Park,Q,-73.960152,40.743301,Trough,Active,Q
Holcombe Rucker Park,M,-73.935992,40.828991,A,Active,M
Police Officer Edward Byrne Park,Q,-73.806449,40.667382,A,Active,Q
Walker Park,R,-74.109089,40.643412,Bottle Filler High Low,Active,R
Hunter's Point South Park,Q,-73.960236,40.743048,Trough,Active,Q
Coney Island Beach & Boardwalk,B,-73.96414,40.574758,E,Active,B
Forest Park,Q,-73.842606,40.701338,C,Active,Q
Heckscher Playground,B,-73.917885,40.695362,F High Low,Active,B
Coney Island Beach & Boardwalk,B,-73.999149,40.571805,E,Active,B
Red Hook Recreation Area,B,-74.007808,40.671488,Other,Active,B
Newport Playground,B,-73.907054,40.660883,Bottle Filler High Low,Active,B
Seton Falls Park,X,-73.840744,40.888333,B,Active,Bronx
Carl Schurz Park,M,-73.944789,40.77335,C,Active,M
Freshkills Park,R,-74.195925,40.560703,Pedestal,Active,R
Central Park,M,-73.974432,40.772678,C,Active,M
Central Park,M,-73.977664,40.770779,E,Active,M
Father Fagan Park,M,-74.003249,40.726766,F High Low,Active,M
Grover Cleveland Playground,Q,-73.911667,40.710683,C,Active,Q
Bailey Playground,X,-73.900904,40.880784,A,Active,Bronx
Peters Field,Q,-73.774693,40.706294,A,Active,Q
Catherine Slip Malls,M,-73.996139,40.710044,D,Active,M
Kissena Corridor Park,Q,-73.814826,40.74345,CS Metal,Active,Q
Osborn Playground,B,-73.906183,40.655666,A,Active,B
Sarah J.S. Tompkins Garnet Playground,B,-73.955182,40.700633,C,Active,B
Owl's Head Park,B,-74.030983,40.639819,A,Active,B
Flushing Meadows Corona Park,Q,-73.845841,40.745481,A,Active,Q
Gerard P. Dugan Playground,R,-74.110766,40.561715,F,Active,R
McCarren Park,B,-73.950698,40.720057,Bottle Filler High Low,Active,B
Marcus Garvey Park,M,-73.943462,40.80538,Indoor Drinking Fountain,Active,M
Bushwick Playground,B,-73.911963,40.695971,C,Active,B
Al Quiñones Playground,X,-73.901425,40.815396,CS Metal,Active,Bronx
Coney Island Beach & Boardwalk,B,-73.981201,40.572908,E,Active,B
Forest Park,Q,-73.858598,40.700871,Bottle Filler,Active,Q
Central Park,M,-73.967858,40.773626,E and Dog,Active,M
Lopez Playground,R,-74.084875,40.611665,H,Active,R
Detective Joseph Mayrose Park,B,-73.987841,40.661706,D,Active,B
Riverside Park South,M,-73.992276,40.774891,D,Active,M
West Playground,B,-73.97011,40.587003,C,Active,B
Gravesend Park,B,-73.984967,40.623941,CS Metal,Active,B
South Rochdale Playground,Q,-73.769381,40.67387,D,Active,Q
Cunningham Park,Q,-73.769626,40.734629,A,Active,Q
Jackie Robinson Park,M,-73.942448,40.824269,Indoor Drinking Fountain,Active,M
Henry Hudson Park,X,-73.920213,40.881007,D,Active,Bronx
Ehrenreich-Austin Playground,Q,-73.837006,40.715762,CS Concrete,Active,Q
Flushing Meadows Corona Park,Q,-73.849677,40.742044,A,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.090882,40.568483,C,Active,R
Frederick Johnson Playground,M,-73.935952,40.824956,E High Low,Active,M
"Phil ""Scooter"" Rizzuto Park",Q,-73.820922,40.694279,A,Active,Q
Hamilton Metz Field,B,-73.941786,40.66271,A,Active,B
Ferry Point Park,X,-73.83916,40.811679,C,Active,Bronx
Forest Park,Q,-73.835427,40.709899,Bottle Filler Wall,Active,Q
Mount Prospect Park,B,-73.965904,40.671914,C,Active,B
Police Officer John G. Scarangella Park,B,-73.98429,40.594519,A,Active,B
Rev. T. Wendell Foster Park and Recreation Center,X,-73.924173,40.833319,C,Active,Bronx
Van Cortlandt Park,X,-73.895152,40.898673,Pedestal High Low and Dog,Active,Bronx
Loreto Playground,X,-73.852673,40.849284,E High Low,Active,Bronx
Ocean Breeze Park,R,-74.075188,40.583077,Indoor Drinking Fountain,Active,R
Hunter's Point South Park,Q,-73.959893,40.738866,Trough,Active,Q
St. John's Park,B,-73.935429,40.674396,A,Active,B
Prospect Park,B,-73.971648,40.668799,C,Active,B
Tanahey Playground,M,-73.995903,40.710056,C,Active,M
Marlboro Playground,B,-73.981112,40.591264,C,Active,B
Thomas Boyland Park,B,-73.907163,40.681411,Bottle Filler High Low,Active,B
Eugene McCabe Field,M,-73.941861,40.802511,C,Active,M
Flushing Meadows Corona Park,Q,-73.836352,40.747217,A,Active,Q
Century Playground,B,-73.970294,40.576801,E,Active,B
Arverne Playground,Q,-73.785248,40.592536,A,Active,Q
Detective Keith L Williams Park,Q,-73.784237,40.703374,A,Active,Q
Kwame Ture Recreation Center,X,-73.919587,40.844178,D,Active,Bronx
Berry Playground,B,-73.963384,40.712717,D,Active,B
Bill Rainey Park,X,-73.898845,40.818077,B,Active,Bronx
Forest Park,Q,-73.854969,40.702121,C,Active,Q
Flushing Meadows Corona Park,Q,-73.833778,40.751408,Indoor Drinking Fountain,Active,Q
Alley Pond Park,Q,-73.741195,40.741967,A,Active,Q
Benninger Playground,Q,-73.898463,40.706933,A,Active,Q
Glenwood Playground,B,-73.920111,40.636633,CS Concrete,Active,B
Franz Sigel Park,X,-73.926375,40.821294,A,Active,Bronx
Soundview Park,X,-73.877826,40.818926,Trough High Low,Active,Bronx
Haffen Park,X,-73.838799,40.874572,Food Prep Sink,Active,Bronx
Prospect Park,B,-73.973348,40.663586,Slop Sink,Active,B
Captain Tilly Park,Q,-73.798309,40.711384,A,Active,Q
Annunciation Playground,M,-73.952254,40.817981,J,Active,M
Forest Park,Q,-73.847427,40.698847,E High Low,Active,Q
